1.03855E-06,0.00000E+00
1.11863E-06,0.00000E+00
1.20488E-06,0.00000E+00
1.29779E-06,0.00000E+00
1.39785E-06,0.00000E+00
1.50563E-06,0.00000E+00
1.62172E-06,0.00000E+00
1.74677E-06,0.00000E+00
1.88145E-06,6.00329E+06
2.02652E-06,0.00000E+00
2.18278E-06,0.00000E+00
2.35108E-06,0.00000E+00
2.53236E-06,0.00000E+00
2.72762E-06,0.00000E+00
2.93793E-06,0.00000E+00
3.16446E-06,0.00000E+00
3.40845E-06,0.00000E+00
3.67126E-06,0.00000E+00
3.95434E-06,0.00000E+00
4.25924E-06,0.00000E+00
4.58765E-06,0.00000E+00
4.94138E-06,0.00000E+00
5.32238E-06,0.00000E+00
5.73276E-06,6.01581E+06
6.17479E-06,5.99925E+06
6.65090E-06,6.32414E+06
7.16371E-06,1.10181E+07
7.71607E-06,6.09001E+06
8.31102E-06,1.76354E+07
8.95184E-06,3.00833E+07
9.64207E-06,3.01328E+07
1.03855E-05,3.61130E+07
1.11863E-05,6.19946E+06
1.20488E-05,6.15463E+06
1.29779E-05,2.43041E+07
1.39785E-05,4.19622E+07
1.50563E-05,2.39365E+07
1.62172E-05,2.99203E+07
1.74677E-05,6.16209E+07
1.88145E-05,8.17385E+07
2.02652E-05,1.01593E+08
2.18278E-05,1.11986E+08
2.35108E-05,2.47010E+07
2.53236E-05,6.01328E+07
2.72762E-05,1.36513E+08
2.93793E-05,8.68519E+07
3.16446E-05,1.33380E+08
3.40845E-05,7.41289E+07
3.67126E-05,1.26301E+08
3.95434E-05,1.28511E+08
4.25924E-05,2.79459E+08
4.58765E-05,2.75589E+08
4.94138E-05,3.21107E+08
5.32238E-05,2.80484E+08
5.73276E-05,4.02019E+08
6.17479E-05,4.74589E+08
6.65090E-05,5.08121E+08
7.16371E-05,6.08271E+08
7.71607E-05,6.69193E+08
8.31102E-05,7.99161E+08
8.95184E-05,8.73981E+08
9.64207E-05,9.25859E+08
1.03855E-04,9.54392E+08
1.11863E-04,9.51627E+08
1.20488E-04,1.28318E+09
1.29779E-04,1.28108E+09
1.39785E-04,1.50885E+09
1.50563E-04,1.62890E+09
1.62172E-04,1.46243E+09
1.74677E-04,1.86501E+09
1.88145E-04,1.69728E+09
2.02652E-04,1.87651E+09
2.18278E-04,2.02722E+09
2.35108E-04,2.05328E+09
2.53236E-04,2.36085E+09
2.72762E-04,2.39373E+09
2.93793E-04,2.53554E+09
3.16446E-04,2.58465E+09
3.40845E-04,2.47009E+09
3.67126E-04,2.88034E+09
3.95434E-04,2.74581E+09
4.25924E-04,2.51085E+09
4.58765E-04,2.70581E+09
4.94138E-04,2.89232E+09
5.32238E-04,2.87449E+09
5.73276E-04,3.15925E+09
6.17479E-04,3.05736E+09
6.65090E-04,2.96224E+09
7.16371E-04,3.16647E+09
7.71607E-04,3.15496E+09
8.31102E-04,2.82845E+09
8.95184E-04,3.00652E+09
9.64207E-04,3.22932E+09
1.03855E-03,3.31980E+09
1.11863E-03,3.47299E+09
1.20488E-03,3.28114E+09
1.29779E-03,3.52755E+09
1.39785E-03,3.61877E+09
1.50563E-03,3.69189E+09
1.62172E-03,3.74304E+09
1.74677E-03,3.63502E+09
1.88145E-03,3.93791E+09
2.02652E-03,3.68817E+09
2.18278E-03,3.75756E+09
2.35108E-03,4.41009E+09
2.53236E-03,4.53311E+09
2.72762E-03,4.36577E+09
2.93793E-03,4.30271E+09
3.16446E-03,4.57964E+09
3.40845E-03,4.77852E+09
3.67126E-03,5.36389E+09
3.95434E-03,4.55778E+09
4.25924E-03,5.68632E+09
4.58765E-03,5.50370E+09
4.94138E-03,5.76016E+09
5.32238E-03,5.82304E+09
5.73276E-03,6.01856E+09
6.17479E-03,5.84232E+09
6.65090E-03,6.46951E+09
7.16371E-03,6.49232E+09
7.71607E-03,6.59333E+09
8.31102E-03,6.77966E+09
8.95184E-03,6.88330E+09
9.64207E-03,7.19055E+09
1.03855E-02,7.39802E+09
1.11863E-02,8.28349E+09
1.20488E-02,8.03657E+09
1.29779E-02,8.71543E+09
1.39785E-02,8.74519E+09
1.50563E-02,8.83864E+09
1.62172E-02,9.55866E+09
1.74677E-02,1.00794E+10
1.88145E-02,9.79250E+09
2.02652E-02,9.97422E+09
2.18278E-02,1.07012E+10
2.35108E-02,1.12549E+10
2.53236E-02,1.12611E+10
2.72762E-02,1.18943E+10
2.93793E-02,1.21167E+10
3.16446E-02,1.27539E+10
3.40845E-02,1.37608E+10
3.67126E-02,1.41022E+10
3.95434E-02,1.47393E+10
4.25924E-02,1.48386E+10
4.58765E-02,1.60539E+10
4.94138E-02,1.66306E+10
5.32238E-02,1.67201E+10
5.73276E-02,1.83707E+10
6.17479E-02,1.89243E+10
6.65090E-02,2.06445E+10
7.16371E-02,1.97014E+10
7.71607E-02,2.15424E+10
8.31102E-02,2.24803E+10
8.95184E-02,2.40634E+10
9.64207E-02,2.39712E+10
1.03855E-01,2.60525E+10
1.11863E-01,2.72584E+10
1.20488E-01,2.80731E+10
1.29779E-01,2.94601E+10
1.39785E-01,3.22767E+10
1.50563E-01,3.32224E+10
1.62172E-01,3.33835E+10
1.74677E-01,3.54895E+10
1.88145E-01,3.83766E+10
2.02652E-01,4.04522E+10
2.18278E-01,4.25109E+10
2.35108E-01,4.37547E+10
2.53236E-01,4.70900E+10
2.72762E-01,4.92111E+10
2.93793E-01,5.23140E+10
3.16446E-01,5.42631E+10
3.40845E-01,5.86137E+10
3.67126E-01,6.04048E+10
3.95434E-01,6.37072E+10
4.25924E-01,6.73550E+10
4.58765E-01,7.12924E+10
4.94138E-01,7.33640E+10
5.32238E-01,7.99024E+10
5.73276E-01,8.17107E+10
6.17479E-01,8.63016E+10
6.65090E-01,9.19858E+10
7.16371E-01,9.44346E+10
7.71607E-01,9.75758E+10
8.31102E-01,1.00871E+11
8.95184E-01,1.07323E+11
9.64207E-01,1.12111E+11
1.02500E+00,7.53887E+10
1.07500E+00,7.45951E+10
1.12500E+00,7.50064E+10
1.17500E+00,7.36685E+10
